Codigo do Termo;Termo
100839223;FAMÍLIA DE INSERTOS POLIMÉRICOS CIE SERF - RM51100034 - CI 51/28 E
100839231;FAMÍLIA DE INSERTOS POLIMÉRICOS CIE SERF - RM51100036 - CI 55/28 E
100839240;FAMÍLIA DE INSERTOS POLIMÉRICOS CIE SERF - RM51100061 - CI 73/28 E
100839258;FAMÍLIA DE INSERTOS POLIMÉRICOS CIE SERF - RM51100001 - CI 41/22,2 E
100839266;FAMÍLIA DE INSERTOS POLIMÉRICOS CIE SERF - RM51100016 - CI 69/22,2 E
100839274;FAMÍLIA DE INSERTOS POLIMÉRICOS CIE SERF - RM51100035 - CI 53/28 E
100839282;FAMÍLIA DE INSERTOS POLIMÉRICOS CIE SERF - RM51100014 - CI 65/22,2 E
100839290;FAMÍLIA DE INSERTOS POLIMÉRICOS CIE SERF - RM51100007 - CI 53/22,2 E
100839304;FAMÍLIA DE INSERTOS POLIMÉRICOS CIE SERF - RM51100037 - CI 57/28 E
100839312;FAMÍLIA DE INSERTOS POLIMÉRICOS CIE SERF - RM51100045 - CI 71/28 E
100839320;FAMÍLIA DE INSERTOS POLIMÉRICOS CIE SERF - RM51100003 - CI 45/22,2 E
100839339;FAMÍLIA DE INSERTOS POLIMÉRICOS CIE SERF - RM51100010 - CI 59/22,2 E
100839347;FAMÍLIA DE INSERTOS POLIMÉRICOS CIE SERF - RM51100042 - CI 65/28 E
100839355;FAMÍLIA DE INSERTOS POLIMÉRICOS CIE SERF - RM51100009 - CI 57/22,2 E
100839363;FAMÍLIA DE INSERTOS POLIMÉRICOS CIE SERF - RM51100002 - CI 43/22,2 E
100839371;FAMÍLIA DE INSERTOS POLIMÉRICOS CIE SERF - RM51100032 - CI 47/28 E
100839380;FAMÍLIA DE INSERTOS POLIMÉRICOS CIE SERF - RM51100005 - CI 49/22,2 E
100839398;FAMÍLIA DE INSERTOS POLIMÉRICOS CIE SERF - RM51100033 - CI 49/28 E
100839401;FAMÍLIA DE INSERTOS POLIMÉRICOS CIE SERF - RM51100018 - CI 73/22,2 E
100839410;FAMÍLIA DE INSERTOS POLIMÉRICOS CIE SERF - RM51100040 - CI 61/28 E
100839428;FAMÍLIA DE INSERTOS POLIMÉRICOS CIE SERF - RM51100041 - CI 63/28 E
100839436;FAMÍLIA DE INSERTOS POLIMÉRICOS CIE SERF - RM51100015 - CI 67/22,2 E
100860028;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED
100860036;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-00-11 - Haste Femoral Press-Fit Alteon Taper Wedge, std Offset, Plasma Coated, tamanho 11
100860044;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-01-08 - Haste Femoral Press-Fit Alteon Taper Wedge, Extd Offset, Plasma Coated, tamanho 8
100860052;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-00-12 - Haste Femoral Press-Fit Alteon Taper Wedge, std Offset, Plasma Coated, tamanho 12
100860060;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-01-02 - Haste Femoral Press-Fit Alteon Taper Wedge, Extd Offset, Plasma Coated, tamanho 2
100860079;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-00-14 - Haste Femoral Press-Fit Alteon Taper Wedge, std Offset, Plasma Coated, tamanho 14
100860087;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-01-06 - Haste Femoral Press-Fit Alteon Taper Wedge, Extd Offset, Plasma Coated, tamanho 6
100860095;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-01-05 - Haste Femoral Press-Fit Alteon Taper Wedge, Extd Offset, Plasma Coated, tamanho 5
100860109;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-01-03 - Haste Femoral Press-Fit Alteon Taper Wedge, Extd Offset, Plasma Coated, tamanho 3
100860117;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-01-17 - Haste Femoral Press-Fit Alteon Taper Wedge, Extd Offset, Plasma Coated, tamanho 17
100860125;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-01-16 - Haste Femoral Press-Fit Alteon Taper Wedge, Extd Offset, Plasma Coated, tamanho 16
100860133;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-00-01 - Haste Femoral Press-Fit Alteon Taper Wedge, std Offset, Plasma Coated, tamanho 1
100860141;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-01-09 - Haste Femoral Press-Fit Alteon Taper Wedge, Extd Offset, Plasma Coated, tamanho 9
100860150;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-00-06 - Haste Femoral Press-Fit Alteon Taper Wedge, std Offset, Plasma Coated, tamanho 6
100860168;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-01-10 - Haste Femoral Press-Fit Alteon Taper Wedge, Extd Offset, Plasma Coated, tamanho 10
100860176;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-01-07 - Haste Femoral Press-Fit Alteon Taper Wedge, Extd Offset, Plasma Coated, tamanho 7
100860184;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-00-17 - Haste Femoral Press-Fit Alteon Taper Wedge, std Offset, Plasma Coated, tamanho 17
100860192;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-01-12 - Haste Femoral Press-Fit Alteon Taper Wedge, Extd Offset, Plasma Coated, tamanho 12
100860206;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-01-04 - Haste Femoral Press-Fit Alteon Taper Wedge, Extd Offset, Plasma Coated, tamanho 4
100860214;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-00-09 - Haste Femoral Press-Fit Alteon Taper Wedge, std Offset, Plasma Coated, tamanho 9
100860222;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-00-15 - Haste Femoral Press-Fit Alteon Taper Wedge, std Offset, Plasma Coated, tamanho 15
100860230;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-00-04 - Haste Femoral Press-Fit Alteon Taper Wedge, std Offset, Plasma Coated, tamanho 4
100860249;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-00-07 - Haste Femoral Press-Fit Alteon Taper Wedge, std Offset, Plasma Coated, tamanho 7
100860257;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-01-11 - Haste Femoral Press-Fit Alteon Taper Wedge, Extd Offset, Plasma Coated, tamanho 11
100860265;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-01-13 - Haste Femoral Press-Fit Alteon Taper Wedge, Extd Offset, Plasma Coated, tamanho 13
100860273;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-01-14 - Haste Femoral Press-Fit Alteon Taper Wedge, Extd Offset, Plasma Coated, tamanho 14
100860281;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-00-16 - Haste Femoral Press-Fit Alteon Taper Wedge, std Offset, Plasma Coated, tamanho 16
100860290;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-00-10 - Haste Femoral Press-Fit Alteon Taper Wedge, std Offset, Plasma Coated, tamanho 10
100860303;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-00-02 - Haste Femoral Press-Fit Alteon Taper Wedge, std Offset, Plasma Coated, tamanho 2
100860311;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-00-05 - Haste Femoral Press-Fit Alteon Taper Wedge, std Offset, Plasma Coated, tamanho 5
100860320;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-01-15 - Haste Femoral Press-Fit Alteon Taper Wedge, Extd Offset, Plasma Coated, tamanho 15
100860338;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-00-03 - Haste Femoral Press-Fit Alteon Taper Wedge, std Offset, Plasma Coated, tamanho 3
100860346;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-00-08 - Haste Femoral Press-Fit Alteon Taper Wedge, std Offset, Plasma Coated, tamanho 8
100860354;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-01-01 - Haste Femoral Press-Fit Alteon Taper Wedge, Extd Offset, Plasma Coated, tamanho 1
100860362;FAMÍLIA DE HASTES PRESS-FIT ALTEON TAPER WEDGE PLASMA COATED - 188-00-13 - Haste Femoral Press-Fit Alteon Taper Wedge, std Offset, Plasma Coated, tamanho 13
100860370;Hastes Alteon Monobloco - Exactech
100860389;Hastes Alteon Monobloco - Exactech - 01-010-23-4245 Haste de Revisão Monobloco Alteon, Standard, 23x245mm
100860397;Hastes Alteon Monobloco - Exactech - 01-010-22-5245 Haste de Revisão Monobloco Alteon, Extendida, 22x245mm
100860400;Hastes Alteon Monobloco - Exactech - 01-010-16-4195 Haste de Revisão Monobloco Alteon, Standard, 16x195mm
100860419;Hastes Alteon Monobloco - Exactech - 01-010-16-5195 Haste de Revisão Monobloco Alteon, Extendida, 16x195mm
100860427;Hastes Alteon Monobloco - Exactech - 01-010-24-5245 Haste de Revisão Monobloco Alteon, Extendida, 24x245mm
100860435;Hastes Alteon Monobloco - Exactech - 01-010-30-5245 Haste de Revisão Monobloco Alteon, Extendida, 30x245mm
100860443;Hastes Alteon Monobloco - Exactech - 01-010-17-5195 Haste de Revisão Monobloco Alteon, Extendida, 17x195mm
100860451;Hastes Alteon Monobloco - Exactech - 01-010-15-4195 Haste de Revisão Monobloco Alteon, Standard, 15x195mm
100860460;Hastes Alteon Monobloco - Exactech - 01-010-20-5195 Haste de Revisão Monobloco Alteon, Extendida, 20x195mm
100860478;Hastes Alteon Monobloco - Exactech - 01-010-23-5245 Haste de Revisão Monobloco Alteon, Extendida, 23x245mm
100860486;Hastes Alteon Monobloco - Exactech - 01-010-17-4195 Haste de Revisão Monobloco Alteon, Standard, 17x195mm
100860494;Hastes Alteon Monobloco - Exactech - 01-010-23-4195 Haste de Revisão Monobloco Alteon, Standard, 23x195mm
100860508;Hastes Alteon Monobloco - Exactech - 01-010-26-5195 Haste de Revisão Monobloco Alteon, Extendida, 26x195mm
100860516;Hastes Alteon Monobloco - Exactech - 01-010-28-5195 Haste de Revisão Monobloco Alteon, Extendida, 28x195mm
100860524;Hastes Alteon Monobloco - Exactech - 01-010-19-4195 Haste de Revisão Monobloco Alteon, Standard, 19x195mm
100860532;Hastes Alteon Monobloco - Exactech - 01-010-18-4245 Haste de Revisão Monobloco Alteon, Standard, 18x245mm
100860540;Hastes Alteon Monobloco - Exactech - 01-010-22-4245 Haste de Revisão Monobloco Alteon, Standard, 22x245mm
100860559;Hastes Alteon Monobloco - Exactech - 01-010-23-5195 Haste de Revisão Monobloco Alteon, Extendida, 23x195mm
100860567;Hastes Alteon Monobloco - Exactech - 01-010-16-4245 Haste de Revisão Monobloco Alteon, Standard, 16x245mm
100860575;Hastes Alteon Monobloco - Exactech - 01-010-21-4195 Haste de Revisão Monobloco Alteon, Standard, 21x195mm
100860583;Hastes Alteon Monobloco - Exactech - 01-010-22-4195 Haste de Revisão Monobloco Alteon, Standard, 22x195mm
100860591;Hastes Alteon Monobloco - Exactech - 01-010-28-5245 Haste de Revisão Monobloco Alteon, Extendida, 28x245mm
100860605;Hastes Alteon Monobloco - Exactech - 01-010-15-4245 Haste de Revisão Monobloco Alteon, Standard, 15x245mm
100860613;Hastes Alteon Monobloco - Exactech - 01-010-18-5195 Haste de Revisão Monobloco Alteon, Extendida, 18x195mm
100860621;Hastes Alteon Monobloco - Exactech - 01-010-17-4245 Haste de Revisão Monobloco Alteon, Standard, 17x245mm
100860630;Hastes Alteon Monobloco - Exactech - 01-010-24-4195 Haste de Revisão Monobloco Alteon, Standard, 24x195mm
100860648;Hastes Alteon Monobloco - Exactech - 01-010-24-5195 Haste de Revisão Monobloco Alteon, Extendida, 24x195mm
100860656;Hastes Alteon Monobloco - Exactech - 01-010-20-4245 Haste de Revisão Monobloco Alteon, Standard, 20x245mm
100860664;Hastes Alteon Monobloco - Exactech - 01-010-18-5245 Haste de Revisão Monobloco Alteon, Extendida, 18x245mm
100860672;Hastes Alteon Monobloco - Exactech - 01-010-17-5245 Haste de Revisão Monobloco Alteon, Extendida, 17x245mm
100860680;Hastes Alteon Monobloco - Exactech - 01-010-21-5195 Haste de Revisão Monobloco Alteon, Extendida, 21x195mm
100860699;Hastes Alteon Monobloco - Exactech - 01-010-19-5195 Haste de Revisão Monobloco Alteon, Extendida, 19x195mm
100860702;Hastes Alteon Monobloco - Exactech - 01-010-22-5195 Haste de Revisão Monobloco Alteon, Extendida, 22x195mm
100860710;Hastes Alteon Monobloco - Exactech - 01-010-24-4245 Haste de Revisão Monobloco Alteon, Standard, 24x245mm
100860729;Hastes Alteon Monobloco - Exactech - 01-010-18-4195 Haste de Revisão Monobloco Alteon, Standard, 18x195mm
100860737;Hastes Alteon Monobloco - Exactech - 01-010-26-5245 Haste de Revisão Monobloco Alteon, Extendida, 26x245mm
100860745;Hastes Alteon Monobloco - Exactech - 01-010-21-5245 Haste de Revisão Monobloco Alteon, Extendida, 21x245mm
100860753;Hastes Alteon Monobloco - Exactech - 01-010-20-4195 Haste de Revisão Monobloco Alteon, Standard, 20x195mm
100860761;Hastes Alteon Monobloco - Exactech - 01-010-14-4245 Haste de Revisão Monobloco Alteon, Standard, 14x245mm
100860770;Hastes Alteon Monobloco - Exactech - 01-010-21-4245 Haste de Revisão Monobloco Alteon, Standard, 21x245mm
100860788;Hastes Alteon Monobloco - Exactech - 01-010-30-5195 Haste de Revisão Monobloco Alteon, Extendida, 30x195mm
100860796;Hastes Alteon Monobloco - Exactech - 01-010-19-5245 Haste de Revisão Monobloco Alteon, Extendida, 19x245mm
100860800;Hastes Alteon Monobloco - Exactech - 01-010-20-5245 Haste de Revisão Monobloco Alteon, Extendida, 20x245mm
100860818;Hastes Alteon Monobloco - Exactech - 01-010-14-4195 Haste de Revisão Monobloco Alteon, Standard, 14x195mm
100860826;Hastes Alteon Monobloco - Exactech - 01-010-16-5245 Haste de Revisão Monobloco Alteon, Extendida, 16x245mm
100860834;Hastes Alteon Monobloco - Exactech - 01-010-19-4245 Haste de Revisão Monobloco Alteon, Standard, 19x245mm
100860842;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir
100860850;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN400R28C
100860869;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN400R08C
100860877;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN275R33C
100860885;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN300R08C
100860893;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN250R33C
100860907;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN300R38C
100860915;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN275R38C
100860923;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN350R38C
100860931;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN275R08C
100860940;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN250R15C
100860958;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN300R24C
100860966;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN300R20C
100860974;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN250R17C
100860982;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN350R33C
100860990;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN400R33C
100861008;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN400R24C
100861016;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN400R15C
100861024;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN350R17C
100861032;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN250R12C
100861040;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN250R08C
100861059;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN400R38C
100861067;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN350R12C
100861075;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN250R20C
100861083;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN275R44C
100861091;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN400R44C
100861105;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN400R17C
100861113;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN300R44C
100861121;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN250R24C
100861130;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN275R12C
100861148;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN300R33C
100861156;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN350R24C
100861164;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN350R44C
100861172;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN350R15C
100861180;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN275R24C
100861199;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN350R28C
100861202;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN350R08C
100861210;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN275R17C
100861229;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN400R20C
100861237;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN300R28C
100861245;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN300R17C
100861253;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN350R20C
100861261;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN250R28C
100861270;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN275R15C
100861288;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN275R20C
100861296;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN275R28C
100861300;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN300R12C
100861318;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN300R15C
100861326;Stent Elunir Coronário de troca rápida com eluição de riderforolimus Elunir - LUN400R12C
100922872;Coroflex ISAR NEO
100922880;Coroflex ISAR NEO - 5028923
100922899;Coroflex ISAR NEO - 5028921
100922902;Coroflex ISAR NEO - 5028952
100922910;Coroflex ISAR NEO - 5028929
100922929;Coroflex ISAR NEO - 5028950
100922937;Coroflex ISAR NEO - 5028962
100922945;Coroflex ISAR NEO - 5028915
100922953;Coroflex ISAR NEO - 5028931
100922961;Coroflex ISAR NEO - 5028951
100922970;Coroflex ISAR NEO - 5028936
100922988;Coroflex ISAR NEO - 5028957
100922996;Coroflex ISAR NEO - 5028948
100923003;Coroflex ISAR NEO - 5028944
100923011;Coroflex ISAR NEO - 5028916
100923020;Coroflex ISAR NEO - 5028943
100923038;Coroflex ISAR NEO - 5028964
100923046;Coroflex ISAR NEO - 5028939
100923054;Coroflex ISAR NEO - 5028959
100923062;Coroflex ISAR NEO - 5028956
100923070;Coroflex ISAR NEO - 5028945
100923089;Coroflex ISAR NEO - 5028965
100923097;Coroflex ISAR NEO - 5028925
100923100;Coroflex ISAR NEO - 5028924
100923119;Coroflex ISAR NEO - 5028955
100923127;Coroflex ISAR NEO - 5028949
100923135;Coroflex ISAR NEO - 5028947
100923143;Coroflex ISAR NEO - 5028928
100923151;Coroflex ISAR NEO - 5028942
100923160;Coroflex ISAR NEO - 5028960
100923178;Coroflex ISAR NEO - 5028934
100923186;Coroflex ISAR NEO - 5028963
100923194;Coroflex ISAR NEO - 5028912
100923208;Coroflex ISAR NEO - 5028937
100923216;Coroflex ISAR NEO - 5028941
100923224;Coroflex ISAR NEO - 5028926
100923232;Coroflex ISAR NEO - 5028940
100923240;Coroflex ISAR NEO - 5028913
100923259;Coroflex ISAR NEO - 5028953
100923267;Coroflex ISAR NEO - 5028958
100923275;Coroflex ISAR NEO - 5028917
100923283;Coroflex ISAR NEO - 5028961
100923291;Coroflex ISAR NEO - 5028919
100923305;Coroflex ISAR NEO - 5028935
100923313;Coroflex ISAR NEO - 5028910
100923321;Coroflex ISAR NEO - 5028946
100923330;Coroflex ISAR NEO - 5028954
100923348;Coroflex ISAR NEO - 5028922
100923356;Coroflex ISAR NEO - 5028914
100923364;Coroflex ISAR NEO - 502891
100923372;Coroflex ISAR NEO - 5028927
100923380;Coroflex ISAR NEO - 5028930
100923399;Coroflex ISAR NEO - 5028933
100923402;Coroflex ISAR NEO - 5028938
100923410;Coroflex ISAR NEO - 5028920
100923429;Coroflex ISAR NEO - 5028932
100923437;Coroflex ISAR NEO - 5028918
101022026;SISTEMA PARA ARTROPLASTIA DE JOELHO COM RESTRIÇÃO
101022034;SISTEMA PARA ARTROPLASTIA DE JOELHO COM RESTRIÇÃO - 0313415-516 - CALÇO TIBIAL PARCIAL 5 - 16º
101022042;SISTEMA PARA ARTROPLASTIA DE JOELHO COM RESTRIÇÃO - 0313690-030 - BUCHA EXCÊNTRICA 30MM
101022050;SISTEMA PARA ARTROPLASTIA DE JOELHO COM RESTRIÇÃO - 0314110-217 - INSERTO ARTICULAR TIBIAL EP 2 - 17MM
101022069;SISTEMA PARA ARTROPLASTIA DE JOELHO COM RESTRIÇÃO - 0313010-601 - COMPONENTE FEMORAL EP 6 ESQUERDO
101022077;SISTEMA PARA ARTROPLASTIA DE JOELHO COM RESTRIÇÃO - 0314130-520 - INSERTO ARTICULAR TIBIAL CC 5/7 - 20MM
101022085;SISTEMA PARA ARTROPLASTIA DE JOELHO COM RESTRIÇÃO - 0314110-510 - INSERTO ARTICULAR TIBIAL EP 5/7 - 10MM
101022093;SISTEMA PARA ARTROPLASTIA DE JOELHO COM RESTRIÇÃO - 0313410-210 - CALÇO TIBIAL PARCIAL PARALELO 2 - 10MM
101022107;SISTEMA PARA ARTROPLASTIA DE JOELHO COM RESTRIÇÃO - 0313400-510 - CALÇO FEMORAL DISTAL 5 - 10MM
101022115;SISTEMA PARA ARTROPLASTIA DE JOELHO COM RESTRIÇÃO - 0312514-070 - PINO ALONGADOR FLEX DIAM.14x70MM
101022123;SISTEMA PARA ARTROPLASTIA DE JOELHO COM RESTRIÇÃO - 0313410-720 - CALÇO TIBIAL PARCIAL PARALELO 7 - 20MM
101022131;SISTEMA PARA ARTROPLASTIA DE JOELHO COM RESTRIÇÃO - 0313030-402 - COMPONENTE FEMORAL REVISÃO 4 DIREITO
101022140;SISTEMA PARA ARTROPLASTIA DE JOELHO COM RESTRIÇÃO - 0313200-300 - COMPONENTE TIBIAL 3
101022158;SISTEMA PARA ARTROPLASTIA DE JOELHO COM RESTRIÇÃO - 0313410-415 - CALÇO TIBIAL PARCIAL PARALELO 4 - 15MM
101022166;SISTEMA PARA ARTROPLASTIA DE JOELHO COM RESTRIÇÃO - 0314131-517 - INSERTO ARTICULAR TIBIAL CCB 5/7 - 17MM
101022174;SISTEMA PARA ARTROPLASTIA DE JOELHO COM RESTRIÇÃO - 0312513-160 - PINO ALONGADOR FLEX DIAM.13X160MM
101022182;SISTEMA PARA ARTROPLASTIA DE JOELHO COM RESTRIÇÃO - 0313415-326 - CALÇO TIBIAL PARCIAL 3 - 26º
101022190;SISTEMA PARA ARTROPLASTIA DE JOELHO COM RESTRIÇÃO - 0313010-702 - COMPONENTE FEMORAL EP 7 DIREITO
101022204;SISTEMA PARA ARTROPLASTIA DE JOELHO COM RESTRIÇÃO - 0314110-520 - INSERTO ARTICULAR TIBIAL EP 5/7 - 20MM
101022212;SISTEMA PARA ARTROPLASTIA DE JOELHO COM RESTRIÇÃO - 0313515-040 - PINO ALONGADOR RÍGIDO DIAM.15X40MM
