Código do Termo;Termo;Data de início de vigência;Data de fim de vigência;Data de fim de implantação
30717167;Transferências musculares ao nível do ombro - tratamento cirúrgico;2009-02-13;;2010-10-15
30717175;Fratura de clavícula ou escápula - tratamento conservador;2009-02-13;;2010-10-15
30718015;Amputação ao nível do braço - tratamento cirúrgico;2009-02-13;;2010-10-15
30718023;Biópsia cirúrgica do úmero;2009-02-13;;2010-10-15
30718031;Fixador externo dinâmico com ou sem alongamento - tratamento cirúrgico;2009-02-13;;2010-10-15
30718040;Fratura (incluindo descolamento epifisário) - redução incruenta;2009-02-13;;2010-10-15
30718058;Fratura (incluindo descolamento epifisário) - tratamento cirúrgico;2009-02-13;;2010-10-15
30718066;Fratura de úmero - tratamento conservador;2009-02-13;;2010-10-15
30718074;Fraturas e pseudartroses - fixador externo - tratamento cirúrgico;2009-02-13;;2010-10-15
30718082;Osteomielite de úmero - tratamento cirúrgico;2009-02-13;;2010-10-15
30718090;Pseudartroses, osteotomias, alongamentos/encurtamentos - tratamento cirúrgico;2009-02-13;;2010-10-15
30718104;Osteomielite de úmero - tratamento incruento;2009-02-13;;2010-10-15
30719011;Artrodese - tratamento cirúrgico;2009-02-13;;2010-10-15
30719020;Artroplastia com implante - tratamento cirúrgico;2009-02-13;;2010-10-15
30719038;Artroplastias sem implante - tratamento cirúrgico;2009-02-13;;2010-10-15
30719046;Artrotomia de cotovelo - tratamento cirúrgico;2009-02-13;;2010-10-15
30719054;Biópsia cirúrgica de cotovelo;2009-02-13;;2010-10-15
30719062;Desarticulação ao nível do cotovelo - tratamento cirúrgico;2009-02-13;;2010-10-15
30719070;Fratura de cotovelo - tratamento conservador;2009-02-13;;2010-10-15
30719089;Fraturas / pseudartroses / artroses / com fixador externo dinâmico - tratamento cirúrgico;2009-02-13;;2010-10-15
30719097;Fraturas e ou luxações - redução incruenta;2009-02-13;;2010-10-15
30719100;Fraturas e ou luxações - tratamento cirúrgico;2009-02-13;;2010-10-15
30719119;Lesões ligamentares - redução incruenta;2009-02-13;;2010-10-15
30719127;Tendinites, sinovites e artrites - tratamento cirúrgico;2009-02-13;;2010-10-15
30719135;Artrodiastase - tratamento cirúrgico com fixador externo;2009-02-13;;2010-10-15
30720010;Abaixamento miotendinoso no antebraço;2009-02-13;;2010-10-15
30720028;Alongamento dos ossos do antebraço com fixador externo dinâmico - tratamento cirúrgico;2009-02-13;;2010-10-15
30720036;Amputação ao nível do antebraço - tratamento cirúrgico;2009-02-13;;2010-10-15
30720044;Biópsia cirúrgica do antebraço;2009-02-13;;2010-10-15
30720052;Contratura isquêmica de Volkmann - tratamento cirúrgico;2009-02-13;;2010-10-15
30720060;Correção de deformidade adquirida de antebraço com fixador externo;2009-02-13;;2010-10-15
30720079;Encurtamento segmentar dos ossos do antebraço com osteossíntese - tratamento cirúrgico;2009-02-13;;2010-10-15
30720087;Fratura do antebraço - tratamento conservador;2009-02-13;;2010-10-15
30720095;Fratura e/ou luxações (incluindo descolamento epifisário cotovelo-punho) - tratamento cirúrgico;2009-02-13;;2010-10-15
30720109;Fratura e/ou luxações (incluindo descolamento epifisário) - redução incruenta;2009-02-13;;2010-10-15
30720117;Fratura viciosamente consolidada de antebraço - tratamento cirúrgico;2009-02-13;;2010-10-15
30720125;Osteomielite dos ossos do antebraço - tratamento cirúrgico;2009-02-13;;2010-10-15
30720133;Pseudartroses e ou osteotomias - tratamento cirúrgico;2009-02-13;;2010-10-15
30720141;Ressecção da cabeça do rádio e/ ou da extremidade distal ulna - tratamento cirúrgico;2009-02-13;;2010-10-15
30720150;Ressecção do processo estilóide do rádio - tratamento cirúrgico;2009-02-13;;2010-10-15
30720168;Sinostose rádio-ulnar - tratamento cirúrgico;2009-02-13;;2010-10-15
30720176;Tratamento cirúrgico de fraturas com fixador externo - antebraço;2009-02-13;;2010-10-15
30721016;Agenesia de rádio (centralização da ulna no carpo);2009-02-13;;2010-10-15
30721024;Alongamento do rádio/ulna - tratamento cirúrgico;2009-02-13;;2010-10-15
30721032;Artrodese entre os ossos do carpo;2009-02-13;;2010-10-15
30721040;Artrodese - fixador externo;2009-02-13;;2010-10-15
30721059;Artrodese rádio-cárpica ou do punho;2009-02-13;;2010-10-15
30721067;Artroplastia do punho (com implante) - tratamento cirúrgico;2009-02-13;;2010-10-15
30721075;Artroplastia para ossos do carpo (com implante) - tratamento cirúrgico;2009-02-13;;2010-10-15
30721083;Artrotomia - tratamento cirúrgico - punho;2009-02-13;;2010-10-15
30721091;Biópsia cirúrgica de punho;2009-02-13;;2010-10-15
30721105;Coto de amputação punho e antebraço - revisão;2009-02-13;;2010-10-15
30721113;Desarticulação do punho - tratamento cirúrgico;2009-02-13;;2010-10-15
30721121;Encurtamento rádio/ulnar;2009-02-13;;2010-10-15
30721130;Fratura de punho - tratamento conservador;2009-02-13;;2010-10-15
30721148;Fratura de osso do carpo - redução cirúrgica;2009-02-13;;2010-10-15
30721156;Fratura do carpo - redução incruenta;2009-02-13;;2010-10-15
30721164;Fraturas - fixador externo;2009-02-13;;2010-10-15
30721172;Fraturas do carpo - tratamento conservador;2009-02-13;;2010-10-15
30721180;Fraturas e/ou luxações do punho - redução incruenta;2009-02-13;;2010-10-15
30721199;Fraturas e/ou luxações do punho - tratamento cirúrgico;2009-02-13;;2010-10-15
30721202;Luxação do carpo - redução incruenta;2009-02-13;;2010-10-15
30721210;Pseudartroses - tratamento cirúrgico;2009-02-13;;2010-10-15
30721229;Ressecção de osso do carpo - tratamento cirúrgico;2009-02-13;;2010-10-15
30721237;Reparação ligamentar do carpo;2009-02-13;;2010-10-15
30721245;Sinovectomia de punho - tratamento cirúrgico;2009-02-13;;2010-10-15
30721253;Transposição do rádio para ulna;2009-02-13;;2010-10-15
30722012;Abscesso de mão e dedos - tenossinovites / espaços palmares / dorsais e comissurais - tratamento cirúrgico;2009-02-13;;2010-10-15
30722039;Abscessos de dedo (drenagem) - tratamento cirúrgico;2009-02-13;;2010-10-15
30722047;Alongamento/transporte ósseo com fixador externo;2009-02-13;;2010-10-15
30722055;Alongamentos tendinosos de mão;2009-02-13;;2010-10-15
30722063;Amputação ao nível dos metacarpianos - tratamento cirúrgico;2009-02-13;;2010-10-15
30722071;Amputação de dedo (cada) - tratamento cirúrgico;2009-02-13;;2010-10-15
30722080;Amputação transmetacarpiana;2009-02-13;;2010-10-15
30722098;Amputação transmetacarpiana com transposição de dedo;2009-02-13;;2010-10-15
30722101;Aponevrose palmar (ressecção) - tratamento cirúrgico;2009-02-13;;2010-10-15
30722110;Artrodese interfalangeana / metacarpofalangeana -  tratamento cirúrgico;2009-02-13;;2010-10-15
30722128;Artroplastia com implante na mão (MF e IF) múltipla;2009-02-13;;2010-10-15
30722136;Artroplastia com implante na mão (MF ou IF);2009-02-13;;2010-10-15
30722144;Artroplastia interfalangeana / metacarpofalangeana - tratamento cirúrgico;2009-02-13;;2010-10-15
30722152;Artrotomia ao nível da mão -  tratamento cirúrgico;2009-02-13;;2010-10-15
30722160;Biópsia cirúrgica dos ossos da mão;2009-02-13;;2010-10-15
30722179;Bridas congênitas - tratamento cirúrgico;2009-02-13;;2010-10-15
30722209;Capsulectomias múltiplas MF ou IF;2009-02-13;;2010-10-15
30722217;Capsulectomias única MF e IF;2009-02-13;;2010-10-15
30722225;Centralização da ulna (tratamento da mão torta radial);2009-02-13;;2010-10-15
30722233;Contratura isquêmica de mão - tratamento cirúrgico;2009-02-13;;2010-10-15
30722241;Coto de amputação digital - revisão;2009-02-13;;2010-10-15
30722250;Dedo colo de cisne - tratamento cirúrgico;2009-02-13;;2010-10-15
30722268;Dedo em botoeira - tratamento cirúrgico;2009-02-13;;2010-10-15
30722276;Dedo em gatilho, capsulotomia / fasciotomia - tratamento cirúrgico;2009-02-13;;2010-10-15
30722284;Dedo em martelo - tratamento cirúrgico;2009-02-13;;2010-10-15
30722292;Dedo em martelo - tratamento conservador;2009-02-13;;2010-10-15
30722306;Enxerto ósseo (perda de substância) - tratamento cirúrgico;2009-02-13;;2010-10-15
30722314;Exploração cirúrgica de tendão de mão;2009-02-13;;2010-10-15
30722322;Falangização;2009-02-13;;2010-10-15
30722330;Fixador externo em cirurgia da mão;2009-02-13;;2010-10-15
30722349;Fratura de falanges - tratamento conservador;2009-02-13;;2010-10-15
30722357;Fratura de Bennett - redução incruenta;2009-02-13;;2010-10-15
30722365;Fratura de Bennett - tratamento cirúrgico;2009-02-13;;2010-10-15
30722373;Fratura de osso da mão - tratamento conservador;2009-02-13;;2010-10-15
30722381;Fratura de metacarpiano - tratamento conservador;2009-02-13;;2010-10-15
30722390;Fratura/artrodese com fixador externo;2009-02-13;;2010-10-15
30722403;Fraturas de falanges ou metacarpianos - redução incruenta;2009-02-13;;2010-10-15
30722411;Fraturas de falanges ou metacarpianos - tratamento cirúrgico com fixação;2009-02-13;;2010-10-15
30722420;Fraturas e/ou luxações de falanges (interfalangeanas) - redução incruenta;2009-02-13;;2010-10-15
30722438;Fraturas e/ou luxações de falanges (interfalangeanas) - tratamento cirúrgico;2009-02-13;;2010-10-15
30722446;Fraturas e/ou luxações de metacarpianos - redução incruenta;2009-02-13;;2010-10-15
30722454;Gigantismo ao nível da mão - tratamento cirúrgico;2009-02-13;;2010-10-15
30722462;Lesões ligamentares agudas da mão - reparação cirúrgica;2009-02-13;;2010-10-15
30722470;Lesões ligamentares crônicas da mão - reparação cirúrgica;2009-02-13;;2010-10-15
30722489;Ligamentoplastia com âncora;2009-02-13;;2010-10-15
30722497;Luxação metacarpofalangeana - redução incruenta;2009-02-13;;2010-10-15
30722500;Luxação metacarpofalangeana - tratamento cirúrgico;2009-02-13;;2010-10-15
30722519;Osteomielite ao nível da mão - tratamento cirúrgico;2009-02-13;;2010-10-15
30722527;Osteossíntese de fratura de falange e metacarpeana com fixação externa;2009-02-13;;2010-10-15
30722535;Osteossíntese de fratura de falange e metacarpeana com uso de miniparafuso;2009-02-13;;2010-10-15
30722543;Perda de substância da mão (reparação) - tratamento cirúrgico;2009-02-13;;2010-10-15
30722551;Plástica ungueal;2009-02-13;;2010-10-15
30722560;Policização ou transferência digital;2009-02-13;;2010-10-15
30722578;Polidactilia articulada - tratamento cirúrgico;2009-02-13;;2010-10-15
30722586;Polidactilia não articulada - tratamento cirúrgico;2009-02-13;;2010-10-15
30722594;Prótese (implante) para ossos do carpo;2009-02-13;;2010-10-15
30722608;Pseudartrose com perda de substâncias de metacarpiano e falanges;2009-02-13;;2010-10-15
30722616;Pseudartrose do escafóide - tratamento cirúrgico;2009-02-13;;2010-10-15
30722624;Pseudartrose dos ossos da mão - tratamento cirúrgico;2009-02-13;;2010-10-15
30722632;Reconstrução da falange com retalho homodigital;2009-02-13;;2010-10-15
30722640;Reconstrução de leito ungueal;2009-02-13;;2010-10-15
30722659;Reconstrução do polegar com retalho ilhado osteocutâneo antebraquial;2009-02-13;;2010-10-15
30722667;Reimplante de dois dedos da mão;2009-02-13;;2010-10-15
30722675;Reimplante do membro superior nível transmetacarpiano até o terço distal do antebraço;2009-02-13;;2010-10-15
30722683;Reimplante do polegar;2009-02-13;;2010-10-15
30722691;Reparações cutâneas com retalho ilhado antebraquial invertido;2009-02-13;;2010-10-15
30722705;Ressecção 1ª fileira dos ossos do carpo;2009-02-13;;2010-10-15
30722713;Ressecção de cisto sinovial;2009-02-13;;2010-10-15
30722721;Retração cicatricial de mais de um dedo, sem comprometimento tendinoso - tratamento cirúrgico;2009-02-13;;2010-10-15
30722730;Retração cicatricial de um dedo sem comprometimento tendinoso - tratamento cirúrgico;2009-02-13;;2010-10-15
30722748;Retração cicatricial dos dedos com lesão tendínea - tratamento cirúrgico;2009-02-13;;2010-10-15
30722756;Revascularização  do  polegar  ou  outro  dedo;2009-02-13;;2010-10-15
30722764;Roturas do aparelho extensor de dedo - redução incruenta;2009-02-13;;2010-10-15
30722772;Roturas tendino-ligamentares da mão (mais que 1) - tratamento cirúrgico;2009-02-13;;2010-10-15
30722780;Sequestrectomias;2009-02-13;;2010-10-15
30722799;Sindactilia de 2 dígitos - tratamento cirúrgico;2009-02-13;;2010-10-15
30722802;Sindactilia múltipla - tratamento cirúrgico;2009-02-13;;2010-10-15
30722810;Sinovectomia da mão (1 articulação);2009-02-13;;2010-10-15
30722829;Sinovectomia da mão (múltiplas);2009-02-13;;2010-10-15
30722845;Transposição de dedo - tratamento cirúrgico;2009-02-13;;2010-10-15
30722853;Tratamento cirúrgico da polidactilia múltipla e/ou complexa;2009-02-13;;2010-10-15
30722861;Tratamento cirúrgico da sindactilia múltipla com emprego de expansor - por estágio;2009-02-13;;2010-10-15
30722870;Tratamento da doença de Kiembuck com transplante vascularizado;2009-02-13;;2010-10-15
30722888;Tratamento da pseudoartrose do escafóide com transplante ósseo vascularizado e fixação com micro parafuso;2009-02-13;;2010-10-15
30722900;Roturas do aparelho extensor de dedo - tratamento conservador;2009-02-13;;2010-10-15
30722918;Rotura do aparelho extensor do dedo - tratamento cirúrgico;2012-10-10;;2014-08-31
30723019;Biópsia cirúrgica de cintura pélvica;2009-02-13;;2010-10-15
30723027;Desarticulação interílio abdominal - tratamento cirúrgico;2009-02-13;;2010-10-15
30723035;Fratura da cintura pélvica - tratamento conservador;2009-02-13;;2010-10-15
30723043;Fratura/luxação com fixador externo - tratamento cirúrgico;2009-02-13;;2010-10-15
30723051;Fraturas e/ou luxações do anel pélvico (com uma ou mais abordagens) - tratamento cirúrgico;2009-02-13;;2010-10-15
30723060;Fraturas e/ou luxações do anel pélvico - redução incruenta;2009-02-13;;2010-10-15
30723078;Osteomielite  ao nível da pelve - tratamento cirúrgico;2009-02-13;;2010-10-15
30723086;Osteotomias / artrodeses - tratamento cirúrgico;2009-02-13;;2010-10-15
30723094;Fratura de pelve sem aparelho pelve-podálico - tratamento conservador;2009-02-13;;2010-10-15
30723108;Fratura e/ou luxação de anel pélvico - tratamento conservador;2009-02-13;;2010-10-15
30723116;Fratura ou disjunção ao nível da pelve - tratamento conservador com gesso;2009-02-13;;2010-10-15
30723124;Fratura ou disjunção ao nível da pelve - tratamento conservador sem gesso;2009-02-13;;2010-10-15
30724015;Artrite séptica  - tratamento cirúrgico - articulação coxo-femoral;2009-02-13;;2010-10-15
30724023;Artrodese / fratura de acetábulo (ligamentotaxia) com fixador externo;2009-02-13;;2010-10-15
30724031;Artrodese coxo-femoral em geral - tratamento cirúrgico;2009-02-13;;2010-10-15
30724040;Artrodiastase de quadril;2009-02-13;;2010-10-15
30724058;Artroplastia (qualquer técnica ou versão de quadril) - tratamento cirúrgico;2009-02-13;;2010-10-15
30724066;Artroplastia de quadril infectada (retirada dos componentes) - tratamento cirúrgico;2009-02-13;;2010-10-15
30724074;Artroplastia de ressecção do quadril (Girdlestone) - tratamento cirúrgico;2009-02-13;;2010-10-15
30724082;Artroplastia parcial do quadril (tipo Thompson ou qualquer técnica) - tratamento cirúrgico;2009-02-13;;2010-10-15
30724090;Artrotomia de quadril infectada (incisão e drenagem de artrite séptica) sem retirada de componente - tratamento cirúrgico;2009-02-13;;2010-10-15
30724104;Artrotomia coxo-femoral - tratamento cirúrgico;2009-02-13;;2010-10-15
30724112;Biópsia cirúrgica coxo-femoral;2009-02-13;;2010-10-15
30724120;Desarticulação coxo-femoral - tratamento cirúrgico;2009-02-13;;2010-10-15
30724139;Epifisiodese com abaixamento do grande trocanter - tratamento cirúrgico;2009-02-13;;2010-10-15
30724147;"Epifisiolistese proximal de fêmur (fixação ""in situ"") - tratamento cirúrgico";2009-02-13;;2010-10-15
30724155;Fratura de acetábulo (com uma ou mais abordagens) - tratamento cirúrgico;2009-02-13;;2010-10-15
30724163;Fratura de acetábulo - redução incruenta;2009-02-13;;2010-10-15
30724171;Fratura e/ou luxação e/ou avulsão coxo-femoral - redução incruenta;2009-02-13;;2010-10-15
