cd_procedimento,termo,categoria
40813835,Gastrostomia percutânea orientada por RX ou TC,N. I.
40813991,Trombectomia mecânica venosa,Masculino
40813991,Trombectomia mecânica venosa,Feminino
40813991,Trombectomia mecânica venosa,N. I.
40814025,Trombólise medicamentosa arterial ou venosa - por vaso,Masculino
40814025,Trombólise medicamentosa arterial ou venosa - por vaso,Feminino
40814025,Trombólise medicamentosa arterial ou venosa - por vaso,N. I.
40814041,Trombólise medicamentosa em troncos supra-aórticos e intracranianos,Masculino
40814041,Trombólise medicamentosa em troncos supra-aórticos e intracranianos,Feminino
40814041,Trombólise medicamentosa em troncos supra-aórticos e intracranianos,N. I.
40814149,Paracentese orientada por RX ou US,Masculino
40814149,Paracentese orientada por RX ou US,Feminino
40814149,Paracentese orientada por RX ou US,N. I.
40901033,US - Glândulas salivares (todas),Masculino
40901033,US - Glândulas salivares (todas),Feminino
40901033,US - Glândulas salivares (todas),N. I.
40901041,US - Torácico extracardíaco,Masculino
40901041,US - Torácico extracardíaco,Feminino
40901041,US - Torácico extracardíaco,N. I.
40901050,Ecodopplercardiograma com contraste intracavitário,Masculino
40901050,Ecodopplercardiograma com contraste intracavitário,Feminino
40901050,Ecodopplercardiograma com contraste intracavitário,N. I.
40901076,Ecodopplercardiograma com estresse farmacológico,Masculino
40901076,Ecodopplercardiograma com estresse farmacológico,Feminino
40901076,Ecodopplercardiograma com estresse farmacológico,N. I.
40901149,US - Retroperitônio (grandes vasos ou adrenais),Masculino
40901149,US - Retroperitônio (grandes vasos ou adrenais),Feminino
40901149,US - Retroperitônio (grandes vasos ou adrenais),N. I.
40901190,US - Dermatológico - pele e subcutâneo,Masculino
40901190,US - Dermatológico - pele e subcutâneo,Feminino
40901190,US - Dermatológico - pele e subcutâneo,N. I.
40901289,US - Obstétrica gestação múltipla com Doppler colorido: cada feto,Masculino
40901289,US - Obstétrica gestação múltipla com Doppler colorido: cada feto,Feminino
40901289,US - Obstétrica gestação múltipla com Doppler colorido: cada feto,N. I.
40901335,US - Próstata transretal (não inclui abdome inferior masculino),Masculino
40901335,US - Próstata transretal (não inclui abdome inferior masculino),Feminino
40901335,US - Próstata transretal (não inclui abdome inferior masculino),N. I.
40901416,Doppler colorido de artérias viscerais (mesentéricas superior e inferior e tronco celíaco),Masculino
40901416,Doppler colorido de artérias viscerais (mesentéricas superior e inferior e tronco celíaco),Feminino
40901416,Doppler colorido de artérias viscerais (mesentéricas superior e inferior e tronco celíaco),N. I.
40901424,Doppler colorido de hemangioma,Masculino
40901424,Doppler colorido de hemangioma,Feminino
40901424,Doppler colorido de hemangioma,N. I.
40901432,Doppler colorido de veia cava superior ou inferior,Masculino
40901432,Doppler colorido de veia cava superior ou inferior,Feminino
40901432,Doppler colorido de veia cava superior ou inferior,N. I.
40901440,Doppler colorido peniano com fármaco-indução,Masculino
40901440,Doppler colorido peniano com fármaco-indução,Feminino
40901440,Doppler colorido peniano com fármaco-indução,N. I.
40901505,US - Obstétrica: perfil biofísico fetal,Masculino
40901505,US - Obstétrica: perfil biofísico fetal,Feminino
40901505,US - Obstétrica: perfil biofísico fetal,N. I.
40901513,Doppler colorido de artérias penianas (sem fármaco indução),Masculino
40901513,Doppler colorido de artérias penianas (sem fármaco indução),Feminino
40901513,Doppler colorido de artérias penianas (sem fármaco indução),N. I.
40901521,Ultrassonografia biomicroscópica - monocular,Masculino
40901521,Ultrassonografia biomicroscópica - monocular,Feminino
40901521,Ultrassonografia biomicroscópica - monocular,N. I.
40901548,Doppler convencional órgão/estrutura isolada,Masculino
40901548,Doppler convencional órgão/estrutura isolada,Feminino
40901548,Doppler convencional órgão/estrutura isolada,N. I.
40901602,Doppler transcraniano,Masculino
40901602,Doppler transcraniano,Feminino
40901602,Doppler transcraniano,N. I.
40901661,US - Ecodoppler de carótidas,Masculino
40901661,US - Ecodoppler de carótidas,Feminino
40901661,US - Ecodoppler de carótidas,N. I.
40901742,US - Transretal Radial,Masculino
40901742,US - Transretal Radial,Feminino
40901742,US - Transretal Radial,N. I.
40902048,US - Próstata transretal com biópsia - mais de 8 fragmentos,Masculino
40902048,US - Próstata transretal com biópsia - mais de 8 fragmentos,Feminino
40902048,US - Próstata transretal com biópsia - mais de 8 fragmentos,N. I.
40902064,Doppler colorido intra-operatório,Masculino
40902064,Doppler colorido intra-operatório,Feminino
40902064,Doppler colorido intra-operatório,N. I.
40902110,Drenagem percutânea orientada por US (acrescentar o exame de base),Masculino
40902110,Drenagem percutânea orientada por US (acrescentar o exame de base),Feminino
40902110,Drenagem percutânea orientada por US (acrescentar o exame de base),N. I.
41001222,TC para PET dedicado oncológico,Masculino
41001222,TC para PET dedicado oncológico,Feminino
41001222,TC para PET dedicado oncológico,N. I.
41001230,TC - Angiotomografia coronariana,Masculino
41001230,TC - Angiotomografia coronariana,Feminino
41001230,TC - Angiotomografia coronariana,N. I.
41001273,TC - Mandíbula,Masculino
41001273,TC - Mandíbula,Feminino
41001273,TC - Mandíbula,N. I.
41001311,PET-CT neurológico,Masculino
41001311,PET-CT neurológico,Feminino
41001311,PET-CT neurológico,N. I.
41001370,Angiotomografia arterial de crânio,Masculino
41001370,Angiotomografia arterial de crânio,Feminino
41001370,Angiotomografia arterial de crânio,N. I.
41001389,Angiotomografia venosa de crânio,Masculino
41001389,Angiotomografia venosa de crânio,Feminino
41001389,Angiotomografia venosa de crânio,N. I.
41001397,Angiotomografia arterial de pescoço,Masculino
41001397,Angiotomografia arterial de pescoço,Feminino
41001397,Angiotomografia arterial de pescoço,N. I.
41001400,Angiotomografia venosa de pescoço,Masculino
41001400,Angiotomografia venosa de pescoço,Feminino
41001400,Angiotomografia venosa de pescoço,N. I.
41001427,Angiotomografia venosa de tórax,Masculino
41001427,Angiotomografia venosa de tórax,Feminino
41001427,Angiotomografia venosa de tórax,N. I.
41001443,Angiotomografia venosa de abdome superior,Masculino
41001443,Angiotomografia venosa de abdome superior,Feminino
41001443,Angiotomografia venosa de abdome superior,N. I.
41001451,Angiotomografia arterial de pelve,Masculino
41001451,Angiotomografia arterial de pelve,Feminino
41001451,Angiotomografia arterial de pelve,N. I.
41001460,Angiotomografia venosa de pelve,Masculino
41001460,Angiotomografia venosa de pelve,Feminino
41001460,Angiotomografia venosa de pelve,N. I.
41001478,Angiotomografia arterial de membro inferior,Masculino
41001478,Angiotomografia arterial de membro inferior,Feminino
41001478,Angiotomografia arterial de membro inferior,N. I.
41001516,Angiotomografia arterial pulmonar,Masculino
41001516,Angiotomografia arterial pulmonar,Feminino
41001516,Angiotomografia arterial pulmonar,N. I.
41001524,Angiotomografia venosa pulmonar,Masculino
41001524,Angiotomografia venosa pulmonar,Feminino
41001524,Angiotomografia venosa pulmonar,N. I.
41002032,Drenagem percutânea orientada por TC (acrescentar o exame de base),Masculino
41002032,Drenagem percutânea orientada por TC (acrescentar o exame de base),Feminino
41002032,Drenagem percutânea orientada por TC (acrescentar o exame de base),N. I.
41101030,RM - Base do crânio,Masculino
41101030,RM - Base do crânio,Feminino
41101030,RM - Base do crânio,N. I.
41101057,Perfusão cerebral por RM,Masculino
41101057,Perfusão cerebral por RM,Feminino
41101057,Perfusão cerebral por RM,N. I.
41101138,RM - Coração - morfológico e funcional,Masculino
41101138,RM - Coração - morfológico e funcional,Feminino
41101138,RM - Coração - morfológico e funcional,N. I.
41101146,RM - Coração - morfológico e funcional + perfusão + estresse,Masculino
41101146,RM - Coração - morfológico e funcional + perfusão + estresse,Feminino
41101146,RM - Coração - morfológico e funcional + perfusão + estresse,N. I.
41101154,RM - Coração - morfológico e funcional + perfusão + viabilidade miocárdica,Masculino
41101154,RM - Coração - morfológico e funcional + perfusão + viabilidade miocárdica,Feminino
41101154,RM - Coração - morfológico e funcional + perfusão + viabilidade miocárdica,N. I.
41101197,RM - Fetal,Masculino
41101197,RM - Fetal,Feminino
41101197,RM - Fetal,N. I.
41101235,RM - Fluxo liquórico (como complementar),Masculino
41101235,RM - Fluxo liquórico (como complementar),Feminino
41101235,RM - Fluxo liquórico (como complementar),N. I.
41101243,RM - Plexo braquial (desfiladeiro torácico) ou lombossacral (não inclui coluna cervical ou lombar),Masculino
41101243,RM - Plexo braquial (desfiladeiro torácico) ou lombossacral (não inclui coluna cervical ou lombar),Feminino
41101243,RM - Plexo braquial (desfiladeiro torácico) ou lombossacral (não inclui coluna cervical ou lombar),N. I.
41101332,Angio-RM de aorta torácica,Masculino
41101332,Angio-RM de aorta torácica,Feminino
41101332,Angio-RM de aorta torácica,N. I.
41101340,Angio-RM de aorta abdominal,Masculino
41101340,Angio-RM de aorta abdominal,Feminino
41101340,Angio-RM de aorta abdominal,N. I.
41101383,RM - Reconstrução tridimensional - acrescentar ao exame de base,Masculino
41101383,RM - Reconstrução tridimensional - acrescentar ao exame de base,Feminino
41101383,RM - Reconstrução tridimensional - acrescentar ao exame de base,N. I.
41101499,Angio-RM arterial pulmonar,Masculino
41101499,Angio-RM arterial pulmonar,Feminino
41101499,Angio-RM arterial pulmonar,N. I.
41101502,Angio-RM venosa pulmonar,Masculino
41101502,Angio-RM venosa pulmonar,Feminino
41101502,Angio-RM venosa pulmonar,N. I.
41101510,Angio-RM arterial de abdome superior,Masculino
41101510,Angio-RM arterial de abdome superior,Feminino
41101510,Angio-RM arterial de abdome superior,N. I.
41101529,Angio-RM venosa de abdome superior,Masculino
41101529,Angio-RM venosa de abdome superior,Feminino
41101529,Angio-RM venosa de abdome superior,N. I.
41101596,Angio-RM arterial de pelve,Masculino
41101596,Angio-RM arterial de pelve,Feminino
41101596,Angio-RM arterial de pelve,N. I.
41101600,Angio-RM venosa de pelve,Masculino
41101600,Angio-RM venosa de pelve,Feminino
41101600,Angio-RM venosa de pelve,N. I.
41101618,Angio-RM arterial de pescoço,Masculino
41101618,Angio-RM arterial de pescoço,Feminino
41101618,Angio-RM arterial de pescoço,N. I.
41101626,Angio-RM venosa de pescoço,Masculino
41101626,Angio-RM venosa de pescoço,Feminino
41101626,Angio-RM venosa de pescoço,N. I.
41102010,Artro-RM (incluir a punção articular) - por articulação,Masculino
41102010,Artro-RM (incluir a punção articular) - por articulação,Feminino
41102010,Artro-RM (incluir a punção articular) - por articulação,N. I.
41203011,Betaterapia (placa de estrôncio) - por campo,Masculino
41203011,Betaterapia (placa de estrôncio) - por campo,Feminino
41203011,Betaterapia (placa de estrôncio) - por campo,N. I.
41203020,"Radiocirurgia (RTC) - nível 1, lesão única e/ou um isocentro - por tratamento",Masculino
41203020,"Radiocirurgia (RTC) - nível 1, lesão única e/ou um isocentro - por tratamento",Feminino
41203020,"Radiocirurgia (RTC) - nível 1, lesão única e/ou um isocentro - por tratamento",N. I.
41203038,"Radiocirurgia (RTC) - nível 2, duas lesões e/ou dois a quatro isocentros - por tratamento",Masculino
41203038,"Radiocirurgia (RTC) - nível 2, duas lesões e/ou dois a quatro isocentros - por tratamento",Feminino
41203038,"Radiocirurgia (RTC) - nível 2, duas lesões e/ou dois a quatro isocentros - por tratamento",N. I.
41203054,Radioterapia  com Modulação da Intensidade do Feixe (IMRT) - por tratamento,Masculino
41203054,Radioterapia  com Modulação da Intensidade do Feixe (IMRT) - por tratamento,Feminino
41203054,Radioterapia  com Modulação da Intensidade do Feixe (IMRT) - por tratamento,N. I.
41203062,Radioterapia Conformada Tridimensional (RCT-3D)  com Acelerador Linear - por tratamento,Masculino
41203062,Radioterapia Conformada Tridimensional (RCT-3D)  com Acelerador Linear - por tratamento,Feminino
41203062,Radioterapia Conformada Tridimensional (RCT-3D)  com Acelerador Linear - por tratamento,N. I.
41203070,Radioterapia Convencional de Megavoltagem com Acelerador Linear com Fótons e Elétrons - por campo,Masculino
41203070,Radioterapia Convencional de Megavoltagem com Acelerador Linear com Fótons e Elétrons - por campo,Feminino
41203070,Radioterapia Convencional de Megavoltagem com Acelerador Linear com Fótons e Elétrons - por campo,N. I.
41204018,Colimação individual - 1 por incidência planejada,Masculino
41204018,Colimação individual - 1 por incidência planejada,Feminino
41204018,Colimação individual - 1 por incidência planejada,N. I.
41204026,Filme de verificação (cheque-filme) - 1 por incidência planejada/semana - filme a parte,Masculino
41204026,Filme de verificação (cheque-filme) - 1 por incidência planejada/semana - filme a parte,Feminino
41204026,Filme de verificação (cheque-filme) - 1 por incidência planejada/semana - filme a parte,N. I.
41204034,Planejamento de tratamento computadorizado - 1 por volume tratado,Masculino
41204034,Planejamento de tratamento computadorizado - 1 por volume tratado,Feminino
41204034,Planejamento de tratamento computadorizado - 1 por volume tratado,N. I.
41204042,Planejamento de tratamento computadorizado tridimensional - 1 por volume tratado,Masculino
41204042,Planejamento de tratamento computadorizado tridimensional - 1 por volume tratado,Feminino
41204042,Planejamento de tratamento computadorizado tridimensional - 1 por volume tratado,N. I.
41204050,Planejamento de tratamento simples (não computadorizado) - 1 por volume tratado,Masculino
41204050,Planejamento de tratamento simples (não computadorizado) - 1 por volume tratado,Feminino
41204050,Planejamento de tratamento simples (não computadorizado) - 1 por volume tratado,N. I.
41204069,Simulação de tratamento complexa (com tomografia e com contraste) - 1 por volume tratado,Masculino
41204069,Simulação de tratamento complexa (com tomografia e com contraste) - 1 por volume tratado,Feminino
41204069,Simulação de tratamento complexa (com tomografia e com contraste) - 1 por volume tratado,N. I.
41204077,Simulação de tratamento intermediária (com tomografia) - 1 por volume tratado,Masculino
41204077,Simulação de tratamento intermediária (com tomografia) - 1 por volume tratado,Feminino
41204077,Simulação de tratamento intermediária (com tomografia) - 1 por volume tratado,N. I.
41204093,Sistemas de imobilização - cabeça (máscaras) ou membros - 1 por tratamento,Masculino
41204093,Sistemas de imobilização - cabeça (máscaras) ou membros - 1 por tratamento,Feminino
